author_id,author_name,author_label,header_index,header_text,fragment_length,pages,header_text_short
NA,Others,varies,728042,CHAP. V. Meeting of the long parlilament.-Strafford and Laud impeached.-Finch and Windbank fly.-Great authority of the commons.-The bishops attacked.-Tonnage and poundage.-Triennial bill.-Strafford's,7157,2.4827833845527234,CHAP. V. Meeting of the long parlilament.-Straffor[…]
5986821,"Rushworth, John, 1612?-1690.",parliamentarian,728042,CHAP. V. Meeting of the long parlilament.-Strafford and Laud impeached.-Finch and Windbank fly.-Great authority of the commons.-The bishops attacked.-Tonnage and poundage.-Triennial bill.-Strafford's,1078,0.3739612251708587,CHAP. V. Meeting of the long parlilament.-Straffor[…]
71437427,"Whitlocke, Bulstrode, 1605-1675 or 1676.",parliamentarian,728042,CHAP. V. Meeting of the long parlilament.-Strafford and Laud impeached.-Finch and Windbank fly.-Great authority of the commons.-The bishops attacked.-Tonnage and poundage.-Triennial bill.-Strafford's,612,0.21230451744393836,CHAP. V. Meeting of the long parlilament.-Straffor[…]
NA,Others,varies,842221,CHAP. VI. Settlement of Scotland.-Conspiracy in Ireland.-Insurrection and massacre.-Meeting of the English parliament.-The remonstrance.-Reasons on both sides.-Impeachment of the bishops.-Accusation o ...,26472,9.183211087869177,CHAP. VI. Settlement of Scotland.-Conspiracy in Ir[…]
71437427,"Whitlocke, Bulstrode, 1605-1675 or 1676.",parliamentarian,842221,CHAP. VI. Settlement of Scotland.-Conspiracy in Ireland.-Insurrection and massacre.-Meeting of the English parliament.-The remonstrance.-Reasons on both sides.-Impeachment of the bishops.-Accusation o ...,187,0.06487082477453672,CHAP. VI. Settlement of Scotland.-Conspiracy in Ir[…]
34794161,"Carte, Thomas, 1686-1754.",jacobite,842221,CHAP. VI. Settlement of Scotland.-Conspiracy in Ireland.-Insurrection and massacre.-Meeting of the English parliament.-The remonstrance.-Reasons on both sides.-Impeachment of the bishops.-Accusation o ...,137,0.04752568446048947,CHAP. VI. Settlement of Scotland.-Conspiracy in Ir[…]
2540641,"Prynne, William, 1600-1669.",parliamentarian,842221,CHAP. VI. Settlement of Scotland.-Conspiracy in Ireland.-Insurrection and massacre.-Meeting of the English parliament.-The remonstrance.-Reasons on both sides.-Impeachment of the bishops.-Accusation o ...,109,0.03781240588462301,CHAP. VI. Settlement of Scotland.-Conspiracy in Ir[…]
5986821,"Rushworth, John, 1612?-1690.",parliamentarian,842221,CHAP. VI. Settlement of Scotland.-Conspiracy in Ireland.-Insurrection and massacre.-Meeting of the English parliament.-The remonstrance.-Reasons on both sides.-Impeachment of the bishops.-Accusation o ...,505,0.17518591717187723,CHAP. VI. Settlement of Scotland.-Conspiracy in Ir[…]
67750325,England and Wales. Sovereign (1625-1649 : Charles I),royalist,842221,CHAP. VI. Settlement of Scotland.-Conspiracy in Ireland.-Insurrection and massacre.-Meeting of the English parliament.-The remonstrance.-Reasons on both sides.-Impeachment of the bishops.-Accusation o ...,325,0.11274341204130714,CHAP. VI. Settlement of Scotland.-Conspiracy in Ir[…]
67750325,England and Wales. Sovereign (1625-1649 : Charles I),royalist,976047,CHAP. VII. Commencement of the civil war.-State of parties.-Battle of Edge-bill.-Negotiation at Oxford.-Victories of the royalists in the west.-Battle of Stratton.-Of Lansdown.-Of Roundway-down.-Death ...,243,0.08429738192626963,CHAP. VII. Commencement of the civil war.-State of[…]
71437427,"Whitlocke, Bulstrode, 1605-1675 or 1676.",parliamentarian,976047,CHAP. VII. Commencement of the civil war.-State of parties.-Battle of Edge-bill.-Negotiation at Oxford.-Victories of the royalists in the west.-Battle of Stratton.-Of Lansdown.-Of Roundway-down.-Death ...,1264,0.4384851471391145,CHAP. VII. Commencement of the civil war.-State of[…]
NA,Others,varies,976047,CHAP. VII. Commencement of the civil war.-State of parties.-Battle of Edge-bill.-Negotiation at Oxford.-Victories of the royalists in the west.-Battle of Stratton.-Of Lansdown.-Of Roundway-down.-Death ...,12636,4.383463860166021,CHAP. VII. Commencement of the civil war.-State of[…]
5986821,"Rushworth, John, 1612?-1690.",parliamentarian,976047,CHAP. VII. Commencement of the civil war.-State of parties.-Battle of Edge-bill.-Negotiation at Oxford.-Victories of the royalists in the west.-Battle of Stratton.-Of Lansdown.-Of Roundway-down.-Death ...,266,0.09227614647073137,CHAP. VII. Commencement of the civil war.-State of[…]
NA,Others,varies,1074504,CHAP. VIII. Invasion of the Scotch.-Battle of Marston-moor-Battle of Cropredy-bridge.-Essex's forces disarmed.-Second battle of Newberry.-Rise and character of the independents.-Self-denying ordinance ...,6314,2.190344318857887,CHAP. VIII. Invasion of the Scotch.-Battle of Mars[…]
67750325,England and Wales. Sovereign (1625-1649 : Charles I),royalist,1074504,CHAP. VIII. Invasion of the Scotch.-Battle of Marston-moor-Battle of Cropredy-bridge.-Essex's forces disarmed.-Second battle of Newberry.-Rise and character of the independents.-Self-denying ordinance ...,284,0.0985203969837884,CHAP. VIII. Invasion of the Scotch.-Battle of Mars[…]
5986821,"Rushworth, John, 1612?-1690.",parliamentarian,1074504,CHAP. VIII. Invasion of the Scotch.-Battle of Marston-moor-Battle of Cropredy-bridge.-Essex's forces disarmed.-Second battle of Newberry.-Rise and character of the independents.-Self-denying ordinance ...,165,0.05723896303635593,CHAP. VIII. Invasion of the Scotch.-Battle of Mars[…]
NA,Others,varies,1151572,CHAPTER. IX. Montrose's victories.-The new model of the army.-Battle of Naseby.-Surrender of Bristol.-The west conquered by Fairfax.-Defeat of Montrose.-Ecclesiastical affairs.-King goes to the Scotch ...,3927,1.3622873202652712,CHAPTER. IX. Montrose's victories.-The new model o[…]
34794161,"Carte, Thomas, 1686-1754.",jacobite,1151572,CHAPTER. IX. Montrose's victories.-The new model of the army.-Battle of Naseby.-Surrender of Bristol.-The west conquered by Fairfax.-Defeat of Montrose.-Ecclesiastical affairs.-King goes to the Scotch ...,133,0.04613807323536569,CHAPTER. IX. Montrose's victories.-The new model o[…]
67750325,England and Wales. Sovereign (1625-1649 : Charles I),royalist,1151572,CHAPTER. IX. Montrose's victories.-The new model of the army.-Battle of Naseby.-Surrender of Bristol.-The west conquered by Fairfax.-Defeat of Montrose.-Ecclesiastical affairs.-King goes to the Scotch ...,802,0.2782160506373179,CHAPTER. IX. Montrose's victories.-The new model o[…]
5986821,"Rushworth, John, 1612?-1690.",parliamentarian,1151572,CHAPTER. IX. Montrose's victories.-The new model of the army.-Battle of Naseby.-Surrender of Bristol.-The west conquered by Fairfax.-Defeat of Montrose.-Ecclesiastical affairs.-King goes to the Scotch ...,102,0.03538408624065639,CHAPTER. IX. Montrose's victories.-The new model o[…]
34794161,"Carte, Thomas, 1686-1754.",jacobite,1228308,CHAP. X. Mutiny of the army.-The King seized by Joyce.-The army march against the parliament.-The army subdue the parliament.-The King flies to the isle of Wight.-Second civil war.-Invasion from Scotl ...,1707,0.5921630903215732,CHAP. X. Mutiny of the army.-The King seized by Jo[…]
22485712,"Gregory, Francis, 1625?-1707.",royalist,1228308,CHAP. X. Mutiny of the army.-The King seized by Joyce.-The army march against the parliament.-The army subdue the parliament.-The King flies to the isle of Wight.-Second civil war.-Invasion from Scotl ...,2676,0.9283119096078088,CHAP. X. Mutiny of the army.-The King seized by Jo[…]
67750325,England and Wales. Sovereign (1625-1649 : Charles I),royalist,1228308,CHAP. X. Mutiny of the army.-The King seized by Joyce.-The army march against the parliament.-The army subdue the parliament.-The King flies to the isle of Wight.-Second civil war.-Invasion from Scotl ...,4249,1.4739900238877355,CHAP. X. Mutiny of the army.-The King seized by Jo[…]
2540641,"Prynne, William, 1600-1669.",parliamentarian,1228308,CHAP. X. Mutiny of the army.-The King seized by Joyce.-The army march against the parliament.-The army subdue the parliament.-The King flies to the isle of Wight.-Second civil war.-Invasion from Scotl ...,170,0.058973477067760655,CHAP. X. Mutiny of the army.-The King seized by Jo[…]
NA,Others,varies,1228308,CHAP. X. Mutiny of the army.-The King seized by Joyce.-The army march against the parliament.-The army subdue the parliament.-The King flies to the isle of Wight.-Second civil war.-Invasion from Scotl ...,18445,6.398622261852031,CHAP. X. Mutiny of the army.-The King seized by Jo[…]
71437427,"Whitlocke, Bulstrode, 1605-1675 or 1676.",parliamentarian,1228308,CHAP. X. Mutiny of the army.-The King seized by Joyce.-The army march against the parliament.-The army subdue the parliament.-The King flies to the isle of Wight.-Second civil war.-Invasion from Scotl ...,222,0.07701242299436979,CHAP. X. Mutiny of the army.-The King seized by Jo[…]
5986821,"Rushworth, John, 1612?-1690.",parliamentarian,1228308,CHAP. X. Mutiny of the army.-The King seized by Joyce.-The army march against the parliament.-The army subdue the parliament.-The King flies to the isle of Wight.-Second civil war.-Invasion from Scotl ...,61,0.021161071183137647,CHAP. X. Mutiny of the army.-The King seized by Jo[…]
NA,Others,varies,1371836,Published by the same Author,193,0.0669522416122224,Published by the same Author
